Dataset 1,Dataset 2,Pearson,Spearman,Overlapping observations,Overlap start,Overlap end,Category 1,Category 2,Candidate
Nonfarm Payroll Employment,Total Bank Reserves,-0.19057818306802268,-0.016252680467754372,810,1959-02-01,2026-07-01,Labor,Policy / Liquidity,False
Nonfarm Payroll Employment,M2 Money Supply,-0.34411652218402644,0.09285440432828991,810,1959-02-01,2026-07-01,Labor,Policy / Liquidity,False
Nonfarm Payroll Employment,Total Capacity Utilization,0.6771454014703089,0.40028805451524563,714,1967-02-01,2026-07-01,Labor,External / Structural,False
Unemployment Rate,Average Weekly Hours — Total Private,-0.02323061069246296,-0.12721580067531238,243,2006-04-01,2026-08-01,Labor,Labor,False
Unemployment Rate,Average Weekly Hours — Manufacturing,-0.39253870590638573,-0.16373846459649158,941,1948-02-01,2026-08-01,Labor,Labor,False
Unemployment Rate,Job Openings,-0.3069816951047804,-0.18902888326362557,305,2001-01-01,2026-07-01,Labor,Labor,False
Unemployment Rate,Labor Force Participation Rate,-0.293734662120432,0.16198610344941722,941,1948-02-01,2026-08-01,Labor,Labor,False
Unemployment Rate,Average Hourly Earnings — Total Private,0.8290332372229251,0.053461514252510195,243,2006-04-01,2026-08-01,Labor,Labor,False
Unemployment Rate,CPI All Items,-0.11415393713740837,-0.011240377281383952,941,1948-02-01,2026-08-01,Labor,Inflation,False
Unemployment Rate,Core CPI,-0.06615028315456079,0.037387675184770666,833,1957-02-01,2026-08-01,Labor,Inflation,False
Unemployment Rate,PCE Price Index,-0.0727297111309741,0.04199410664505837,808,1959-02-01,2026-07-01,Labor,Inflation,False
Unemployment Rate,Core PCE Price Index,-0.057266907168516575,0.05733487969442368,808,1959-02-01,2026-07-01,Labor,Inflation,False
Unemployment Rate,Producer Prices — Final Demand,-0.25740323390843134,-0.11202028445065432,199,2009-12-01,2026-08-01,Labor,Inflation,False
Unemployment Rate,Producer Prices — All Commodities,-0.19091771717116093,-0.053012308543019956,941,1948-02-01,2026-08-01,Labor,Inflation,False
Unemployment Rate,Commercial & Industrial Loans,0.3218689322940524,-0.1076360556241418,941,1948-02-01,2026-08-01,Labor,Credit,False
Unemployment Rate,Consumer Credit,-0.17995144684990227,-0.15494046390400562,940,1948-02-01,2026-07-01,Labor,Credit,False
Unemployment Rate,Federal Funds Rate,-0.13051334348146537,-0.1671512558763833,863,1954-08-01,2026-08-01,Labor,Policy / Liquidity,False
Unemployment Rate,Total Bank Reserves,0.16382377014128344,-0.009344530497232934,808,1959-02-01,2026-07-01,Labor,Policy / Liquidity,False
Unemployment Rate,M2 Money Supply,0.3292301348990075,-0.03366818823550429,808,1959-02-01,2026-07-01,Labor,Policy / Liquidity,False
Unemployment Rate,Total Capacity Utilization,-0.6386281358729581,-0.33270200923091936,712,1967-02-01,2026-07-01,Labor,External / Structural,False
Average Weekly Hours — Total Private,Average Weekly Hours — Manufacturing,0.38027843063452,0.531064525100319,245,2006-04-01,2026-08-01,Labor,Labor,False
Average Weekly Hours — Total Private,Job Openings,0.31481043907189243,0.3100313258392765,244,2006-04-01,2026-07-01,Labor,Labor,False
Average Weekly Hours — Total Private,Labor Force Participation Rate,0.04954635602337325,0.07183396810919515,243,2006-04-01,2026-08-01,Labor,Labor,False
Average Weekly Hours — Total Private,Average Hourly Earnings — Total Private,-0.07570968989076188,-0.06461700602108217,245,2006-04-01,2026-08-01,Labor,Labor,False
Average Weekly Hours — Total Private,CPI All Items,0.09567826151819596,0.08334792598804827,243,2006-04-01,2026-08-01,Labor,Inflation,False
Average Weekly Hours — Total Private,Core CPI,-0.12673086742752976,-0.11881690050334455,243,2006-04-01,2026-08-01,Labor,Inflation,False
Average Weekly Hours — Total Private,PCE Price Index,0.0879458569044636,0.04912481210015716,244,2006-04-01,2026-07-01,Labor,Inflation,False
Average Weekly Hours — Total Private,Core PCE Price Index,-0.06700492030931073,-0.09443649365873356,244,2006-04-01,2026-07-01,Labor,Inflation,False
Average Weekly Hours — Total Private,Producer Prices — Final Demand,0.08460348120210946,0.13481270916991478,201,2009-12-01,2026-08-01,Labor,Inflation,False
Average Weekly Hours — Total Private,Producer Prices — All Commodities,0.12245420111040677,0.13851590176444573,245,2006-04-01,2026-08-01,Labor,Inflation,False
Average Weekly Hours — Total Private,Commercial & Industrial Loans,0.0747984264872367,0.03150664972911323,245,2006-04-01,2026-08-01,Labor,Credit,False
Average Weekly Hours — Total Private,Consumer Credit,0.011463507000029478,0.011100466250505021,244,2006-04-01,2026-07-01,Labor,Credit,False
Average Weekly Hours — Total Private,Federal Funds Rate,0.037340482462102795,-0.05103663788917018,245,2006-04-01,2026-08-01,Labor,Policy / Liquidity,False
Average Weekly Hours — Total Private,Total Bank Reserves,-0.03056281970869264,-0.022530178946026616,244,2006-04-01,2026-07-01,Labor,Policy / Liquidity,False
Average Weekly Hours — Total Private,M2 Money Supply,0.14863069844295923,0.06955188842171776,244,2006-04-01,2026-07-01,Labor,Policy / Liquidity,False
Average Weekly Hours — Total Private,Total Capacity Utilization,0.23251656457353023,0.3327415954446092,244,2006-04-01,2026-07-01,Labor,External / Structural,False
Average Weekly Hours — Manufacturing,Job Openings,0.32487801374238084,0.1628661920640339,307,2001-01-01,2026-07-01,Labor,Labor,False
Average Weekly Hours — Manufacturing,Labor Force Participation Rate,0.25401876375458665,0.09541120473202187,941,1948-02-01,2026-08-01,Labor,Labor,False
Average Weekly Hours — Manufacturing,Average Hourly Earnings — Total Private,-0.6890722412572714,-0.11223489938114378,245,2006-04-01,2026-08-01,Labor,Labor,False
Average Weekly Hours — Manufacturing,CPI All Items,0.05561853513873452,0.016969580337386242,953,1947-02-01,2026-08-01,Labor,Inflation,False
Average Weekly Hours — Manufacturing,Core CPI,0.03990204081712142,-0.014647420832310111,833,1957-02-01,2026-08-01,Labor,Inflation,False
Average Weekly Hours — Manufacturing,PCE Price Index,0.054047451657555964,0.024781378288901642,810,1959-02-01,2026-07-01,Labor,Inflation,False
Average Weekly Hours — Manufacturing,Core PCE Price Index,0.02001721907017684,-0.0076312657458160816,810,1959-02-01,2026-07-01,Labor,Inflation,False
Average Weekly Hours — Manufacturing,Producer Prices — Final Demand,0.27837276642395453,0.15896309870737557,201,2009-12-01,2026-08-01,Labor,Inflation,False
Average Weekly Hours — Manufacturing,Producer Prices — All Commodities,0.1172730886403176,0.08584494928814788,1051,1939-02-01,2026-08-01,Labor,Inflation,False
Average Weekly Hours — Manufacturing,Commercial & Industrial Loans,-0.15879010880685274,-0.017007966250268212,955,1947-02-01,2026-08-01,Labor,Credit,False
Average Weekly Hours — Manufacturing,Consumer Credit,0.039457149556572334,0.009687490453201796,1002,1943-02-01,2026-07-01,Labor,Credit,False
Average Weekly Hours — Manufacturing,Federal Funds Rate,0.13287957437239126,0.12743294142689246,865,1954-08-01,2026-08-01,Labor,Policy / Liquidity,False
Average Weekly Hours — Manufacturing,Total Bank Reserves,-0.12942442541171492,-0.08939743936890904,810,1959-02-01,2026-07-01,Labor,Policy / Liquidity,False
Average Weekly Hours — Manufacturing,M2 Money Supply,-0.1299750982577365,0.02116627104042846,810,1959-02-01,2026-07-01,Labor,Policy / Liquidity,False
Average Weekly Hours — Manufacturing,Total Capacity Utilization,0.5666366785991844,0.4469066731577638,714,1967-02-01,2026-07-01,Labor,External / Structural,False
Job Openings,Labor Force Participation Rate,0.3112883396333262,0.14555006488403527,305,2001-01-01,2026-07-01,Labor,Labor,False
Job Openings,Average Hourly Earnings — Total Private,-0.3005026208864948,-0.0368152488478035,244,2006-04-01,2026-07-01,Labor,Labor,False
Job Openings,CPI All Items,0.1173221354593566,0.08586983990370047,305,2001-01-01,2026-07-01,Labor,Inflation,False
Job Openings,Core CPI,0.0735775303755275,-0.004751393506654871,305,2001-01-01,2026-07-01,Labor,Inflation,False
Job Openings,PCE Price Index,0.0957021892455188,0.06557065317975867,307,2001-01-01,2026-07-01,Labor,Inflation,False
Job Openings,Core PCE Price Index,0.04100629100232384,-0.0017120262377974583,307,2001-01-01,2026-07-01,Labor,Inflation,False
Job Openings,Producer Prices — Final Demand,0.2938363594155655,0.20542349171074495,200,2009-12-01,2026-07-01,Labor,Inflation,False
Job Openings,Producer Prices — All Commodities,0.2118472659635792,0.18425917055299523,307,2001-01-01,2026-07-01,Labor,Inflation,False
Job Openings,Commercial & Industrial Loans,-0.16294445698566926,-0.012582231589704286,307,2001-01-01,2026-07-01,Labor,Credit,False
Job Openings,Consumer Credit,0.09060554060230425,0.12867610769507684,307,2001-01-01,2026-07-01,Labor,Credit,False
Job Openings,Federal Funds Rate,0.1664405802711169,0.08938558251122346,307,2001-01-01,2026-07-01,Labor,Policy / Liquidity,False
Job Openings,Total Bank Reserves,-0.07782653993159477,0.0165771702829845,307,2001-01-01,2026-07-01,Labor,Policy / Liquidity,False
Job Openings,M2 Money Supply,-0.03331409587644981,0.08251360953027939,307,2001-01-01,2026-07-01,Labor,Policy / Liquidity,False
Job Openings,Total Capacity Utilization,0.34757408392030065,0.1849764274923806,307,2001-01-01,2026-07-01,Labor,External / Structural,False
Labor Force Participation Rate,Average Hourly Earnings — Total Private,-0.6638326995424982,0.008262657701755542,243,2006-04-01,2026-08-01,Labor,Labor,False
Labor Force Participation Rate,CPI All Items,0.09400078154167278,0.08054888290682946,941,1948-02-01,2026-08-01,Labor,Inflation,False
Labor Force Participation Rate,Core CPI,0.10308219074819068,0.110412221573676,833,1957-02-01,2026-08-01,Labor,Inflation,False
Labor Force Participation Rate,PCE Price Index,0.1280783377051994,0.11928001112279897,808,1959-02-01,2026-07-01,Labor,Inflation,False
Labor Force Participation Rate,Core PCE Price Index,0.1142522812718365,0.12388697402599129,808,1959-02-01,2026-07-01,Labor,Inflation,False
Labor Force Participation Rate,Producer Prices — Final Demand,0.23971688736311084,0.07604105273284278,199,2009-12-01,2026-08-01,Labor,Inflation,False
Labor Force Participation Rate,Producer Prices — All Commodities,0.11147308787497087,0.05294236390864601,941,1948-02-01,2026-08-01,Labor,Inflation,False
Labor Force Participation Rate,Commercial & Industrial Loans,-0.15335853264158436,0.023637891021071417,941,1948-02-01,2026-08-01,Labor,Credit,False
Labor Force Participation Rate,Consumer Credit,0.11805984060351014,0.07935298837452223,940,1948-02-01,2026-07-01,Labor,Credit,False
Labor Force Participation Rate,Federal Funds Rate,0.04719375235939425,0.12744692161853619,863,1954-08-01,2026-08-01,Labor,Policy / Liquidity,False
Labor Force Participation Rate,Total Bank Reserves,-0.09438631312430584,-0.03982795363947908,808,1959-02-01,2026-07-01,Labor,Policy / Liquidity,False
Labor Force Participation Rate,M2 Money Supply,-0.19473048403149898,0.0008703371594870331,808,1959-02-01,2026-07-01,Labor,Policy / Liquidity,False
Labor Force Participation Rate,Total Capacity Utilization,0.35335291921285933,0.06129791597495112,712,1967-02-01,2026-07-01,Labor,External / Structural,False
Average Hourly Earnings — Total Private,CPI All Items,-0.11821560185292994,0.12762229575319384,243,2006-04-01,2026-08-01,Labor,Inflation,False
Average Hourly Earnings — Total Private,Core CPI,-0.07785871111631516,0.23845955703193766,243,2006-04-01,2026-08-01,Labor,Inflation,False
Average Hourly Earnings — Total Private,PCE Price Index,-0.07894122588095925,0.14783760185568842,244,2006-04-01,2026-07-01,Labor,Inflation,False
Average Hourly Earnings — Total Private,Core PCE Price Index,-0.0677818774278459,0.21365830368433106,244,2006-04-01,2026-07-01,Labor,Inflation,False
Average Hourly Earnings — Total Private,Producer Prices — Final Demand,-0.15805842838196746,0.04973666758785496,201,2009-12-01,2026-08-01,Labor,Inflation,False
Average Hourly Earnings — Total Private,Producer Prices — All Commodities,-0.18901166762888374,-0.020599363635494146,245,2006-04-01,2026-08-01,Labor,Inflation,False
Average Hourly Earnings — Total Private,Commercial & Industrial Loans,0.4892904136007625,0.021602218241505756,245,2006-04-01,2026-08-01,Labor,Credit,False
Average Hourly Earnings — Total Private,Consumer Credit,-0.1235361246062711,-0.002640989780694426,244,2006-04-01,2026-07-01,Labor,Credit,False
Average Hourly Earnings — Total Private,Federal Funds Rate,-0.1958004356686028,-0.04399857980361011,245,2006-04-01,2026-08-01,Labor,Policy / Liquidity,False
Average Hourly Earnings — Total Private,Total Bank Reserves,0.10484167485085234,-0.037144450897179306,244,2006-04-01,2026-07-01,Labor,Policy / Liquidity,False
Average Hourly Earnings — Total Private,M2 Money Supply,0.33631179448879694,-0.06920268874204988,244,2006-04-01,2026-07-01,Labor,Policy / Liquidity,False
Average Hourly Earnings — Total Private,Total Capacity Utilization,-0.6826167127931392,-0.11713333181263427,244,2006-04-01,2026-07-01,Labor,External / Structural,False
CPI All Items,Core CPI,0.6788806538636484,0.6085934451726224,833,1957-02-01,2026-08-01,Inflation,Inflation,False
CPI All Items,PCE Price Index,0.9112860212995306,0.8826222816387131,808,1959-02-01,2026-07-01,Inflation,Inflation,True
CPI All Items,Core PCE Price Index,0.6600767843777489,0.6247289387579102,808,1959-02-01,2026-07-01,Inflation,Inflation,False
CPI All Items,Producer Prices — Final Demand,0.666551411246557,0.5991035941537977,199,2009-12-01,2026-08-01,Inflation,Inflation,False
CPI All Items,Producer Prices — All Commodities,0.628779899887736,0.5709536332535948,953,1947-02-01,2026-08-01,Inflation,Inflation,False
CPI All Items,Commercial & Industrial Loans,0.12833645155633697,0.185067511156064,953,1947-02-01,2026-08-01,Inflation,Credit,False
CPI All Items,Consumer Credit,0.1339916869168439,0.07128346591998878,952,1947-02-01,2026-07-01,Inflation,Credit,False
CPI All Items,Federal Funds Rate,0.07268946611435008,0.10739075770560234,863,1954-08-01,2026-08-01,Inflation,Policy / Liquidity,False
CPI All Items,Total Bank Reserves,-0.22207563612008488,0.01876611302714258,808,1959-02-01,2026-07-01,Inflation,Policy / Liquidity,False
CPI All Items,M2 Money Supply,-0.08251721005083751,0.032209850285683746,808,1959-02-01,2026-07-01,Inflation,Policy / Liquidity,False
CPI All Items,Total Capacity Utilization,0.07250282232443807,0.01654573458392771,712,1967-02-01,2026-07-01,Inflation,External / Structural,False
Core CPI,PCE Price Index,0.6510270525516043,0.5930606574812634,808,1959-02-01,2026-07-01,Inflation,Inflation,False
Core CPI,Core PCE Price Index,0.7766688298528464,0.7448162366222657,808,1959-02-01,2026-07-01,Inflation,Inflation,False
Core CPI,Producer Prices — Final Demand,0.3414931446907552,0.18943994991669566,199,2009-12-01,2026-08-01,Inflation,Inflation,False
Core CPI,Producer Prices — All Commodities,0.22804085123888865,0.1686477044585327,833,1957-02-01,2026-08-01,Inflation,Inflation,False
Core CPI,Commercial & Industrial Loans,0.04690592823137368,0.08673960330154595,833,1957-02-01,2026-08-01,Inflation,Credit,False
Core CPI,Consumer Credit,0.10196022089919612,0.1262744381743615,832,1957-02-01,2026-07-01,Inflation,Credit,False
Core CPI,Federal Funds Rate,0.08785987118034047,0.09914229201680272,833,1957-02-01,2026-08-01,Inflation,Policy / Liquidity,False
Core CPI,Total Bank Reserves,-0.08433507502020103,-0.016596014138768208,808,1959-02-01,2026-07-01,Inflation,Policy / Liquidity,False
Core CPI,M2 Money Supply,-0.04320515111880654,0.05114059655479749,808,1959-02-01,2026-07-01,Inflation,Policy / Liquidity,False
Core CPI,Total Capacity Utilization,0.026062102261903107,-0.02470861141405185,712,1967-02-01,2026-07-01,Inflation,External / Structural,False
PCE Price Index,Core PCE Price Index,0.8306264240669015,0.8116207465217282,810,1959-02-01,2026-07-01,Inflation,Inflation,True
PCE Price Index,Producer Prices — Final Demand,0.7330845307753344,0.6873273731182319,200,2009-12-01,2026-07-01,Inflation,Inflation,False
PCE Price Index,Producer Prices — All Commodities,0.6195002613184067,0.5673441432400853,810,1959-02-01,2026-07-01,Inflation,Inflation,False
PCE Price Index,Commercial & Industrial Loans,0.06948887134138872,0.12895629806898043,810,1959-02-01,2026-07-01,Inflation,Credit,False
PCE Price Index,Consumer Credit,0.1314327419261388,0.09937397318875657,810,1959-02-01,2026-07-01,Inflation,Credit,False
PCE Price Index,Federal Funds Rate,0.08193747628977024,0.1357074329309707,810,1959-02-01,2026-07-01,Inflation,Policy / Liquidity,False
PCE Price Index,Total Bank Reserves,-0.23065600429193908,-0.010018911500198098,810,1959-02-01,2026-07-01,Inflation,Policy / Liquidity,False
PCE Price Index,M2 Money Supply,-0.035938593891352455,0.06600430236573666,810,1959-02-01,2026-07-01,Inflation,Policy / Liquidity,False
PCE Price Index,Total Capacity Utilization,0.05751593068160759,0.017741043284531726,714,1967-02-01,2026-07-01,Inflation,External / Structural,False
Core PCE Price Index,Producer Prices — Final Demand,0.536217923135199,0.47014094473950724,200,2009-12-01,2026-07-01,Inflation,Inflation,False
Core PCE Price Index,Producer Prices — All Commodities,0.30561083546659157,0.2699348594408816,810,1959-02-01,2026-07-01,Inflation,Inflation,False
Core PCE Price Index,Commercial & Industrial Loans,0.05299123663421378,0.10430563409214497,810,1959-02-01,2026-07-01,Inflation,Credit,False
Core PCE Price Index,Consumer Credit,0.09151753520382246,0.0832371108402622,810,1959-02-01,2026-07-01,Inflation,Credit,False
Core PCE Price Index,Federal Funds Rate,0.0564506777183369,0.1122888098892614,810,1959-02-01,2026-07-01,Inflation,Policy / Liquidity,False
Core PCE Price Index,Total Bank Reserves,-0.1457899420476925,-0.020163115533537092,810,1959-02-01,2026-07-01,Inflation,Policy / Liquidity,False
Core PCE Price Index,M2 Money Supply,0.009742835220203484,0.09210354654643384,810,1959-02-01,2026-07-01,Inflation,Policy / Liquidity,False
Core PCE Price Index,Total Capacity Utilization,0.025936379787630783,-0.016819251767064093,714,1967-02-01,2026-07-01,Inflation,External / Structural,False
Producer Prices — Final Demand,Producer Prices — All Commodities,0.8148299672153587,0.7793088724877301,201,2009-12-01,2026-08-01,Inflation,Inflation,True
Producer Prices — Final Demand,Commercial & Industrial Loans,-0.23606241367543807,-0.0836668562408113,201,2009-12-01,2026-08-01,Inflation,Credit,False
Producer Prices — Final Demand,Consumer Credit,0.14390148327234523,0.04112790086412027,200,2009-12-01,2026-07-01,Inflation,Credit,False
Producer Prices — Final Demand,Federal Funds Rate,0.1212060928251608,0.016723508703233258,201,2009-12-01,2026-08-01,Inflation,Policy / Liquidity,False
Producer Prices — Final Demand,Total Bank Reserves,-0.14705705910795633,-0.062058622706665775,200,2009-12-01,2026-07-01,Inflation,Policy / Liquidity,False
Producer Prices — Final Demand,M2 Money Supply,-0.09258894623280722,0.02083921650087022,200,2009-12-01,2026-07-01,Inflation,Policy / Liquidity,False
Producer Prices — Final Demand,Total Capacity Utilization,0.29833071251285853,0.19440542142436865,200,2009-12-01,2026-07-01,Inflation,External / Structural,False
Producer Prices — All Commodities,Commercial & Industrial Loans,0.03292646037900039,0.1373993433126631,955,1947-02-01,2026-08-01,Inflation,Credit,False
Producer Prices — All Commodities,Consumer Credit,0.1969419626102434,0.11171822479595701,1002,1943-02-01,2026-07-01,Inflation,Credit,False
Producer Prices — All Commodities,Federal Funds Rate,0.09194567666688681,0.1429093067610054,865,1954-08-01,2026-08-01,Inflation,Policy / Liquidity,False
Producer Prices — All Commodities,Total Bank Reserves,-0.27625262879694024,-0.00844681256740888,810,1959-02-01,2026-07-01,Inflation,Policy / Liquidity,False
Producer Prices — All Commodities,M2 Money Supply,-0.06842825969703098,0.001408617494304007,810,1959-02-01,2026-07-01,Inflation,Policy / Liquidity,False
Producer Prices — All Commodities,Total Capacity Utilization,0.1808445263300406,0.1040837272352677,714,1967-02-01,2026-07-01,Inflation,External / Structural,False
Commercial & Industrial Loans,Consumer Credit,0.1984012656750437,0.32179522409515116,954,1947-02-01,2026-07-01,Credit,Credit,False
Commercial & Industrial Loans,Federal Funds Rate,0.14320513349222724,0.28559698745471357,865,1954-08-01,2026-08-01,Credit,Policy / Liquidity,False
Commercial & Industrial Loans,Total Bank Reserves,0.15054802138631712,0.00806189287316769,810,1959-02-01,2026-07-01,Credit,Policy / Liquidity,False
Commercial & Industrial Loans,M2 Money Supply,0.3457328843401355,0.10459389289654905,810,1959-02-01,2026-07-01,Credit,Policy / Liquidity,False
Commercial & Industrial Loans,Total Capacity Utilization,-0.32659894691098124,-0.03895708605865611,714,1967-02-01,2026-07-01,Credit,External / Structural,False
Consumer Credit,Federal Funds Rate,0.16419692580964398,0.25230473478137044,864,1954-08-01,2026-07-01,Credit,Policy / Liquidity,False
Consumer Credit,Total Bank Reserves,-0.08928416231726113,0.017702576723099505,810,1959-02-01,2026-07-01,Credit,Policy / Liquidity,False
Consumer Credit,M2 Money Supply,-0.03386952363735437,0.15750338805296257,810,1959-02-01,2026-07-01,Credit,Policy / Liquidity,False
Consumer Credit,Total Capacity Utilization,0.2083421731651013,0.13092484043675537,714,1967-02-01,2026-07-01,Credit,External / Structural,False
Federal Funds Rate,Total Bank Reserves,-0.07315115301117733,-0.07698929396918237,810,1959-02-01,2026-07-01,Policy / Liquidity,Policy / Liquidity,False
Federal Funds Rate,M2 Money Supply,-0.1334671560296484,-0.1673890399846995,810,1959-02-01,2026-07-01,Policy / Liquidity,Policy / Liquidity,False
Federal Funds Rate,Total Capacity Utilization,0.23716669013115924,0.21903789041609598,714,1967-02-01,2026-07-01,Policy / Liquidity,External / Structural,False
Total Bank Reserves,M2 Money Supply,0.20125192526747585,0.12452443910468826,810,1959-02-01,2026-07-01,Policy / Liquidity,Policy / Liquidity,False
Total Bank Reserves,Total Capacity Utilization,-0.17890575325543892,-0.020112317365034396,714,1967-02-01,2026-07-01,Policy / Liquidity,External / Structural,False
M2 Money Supply,Total Capacity Utilization,-0.23912859976735584,-0.017629694733339,714,1967-02-01,2026-07-01,Policy / Liquidity,External / Structural,False
